Player,Rank,Sets_Won,Games_Won,Aces,DoubleFaults,FirstServes_Won,FirstServes_In,SecondServes_Won,SecondServes_In,BreakPoints_Won,BreakPoints,ReturnPoints_Won,ReturnPoints_Faced,TotalPoints_Won,won_game?,FirstServes_ratio,SecondServes_ratio,BreakPoints_ratio,ReturnPoints_ratio,datetime,year,Tournament,Round_Description,Court_Surface,Total_Serves,Aces%,ServesWon%
Lukasz Kubot,162.0,2.0,12,6.0,3.0,25.0,29.0,15.0,22.0,2.0,4.0,,,61,1,0.8620689655172413,0.6818181818181818,0.5,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,51.0,0.11764705882352941,0.7843137254901961
Andreas Beck,113.0,2.0,19,4.0,4.0,54.0,75.0,20.0,36.0,3.0,6.0,40.0,109.0,114,1,0.72,0.5555555555555556,0.5,0.3669724770642202,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,111.0,0.036036036036036036,0.6666666666666666
Kyle Edmund,192.0,2.0,17,7.0,3.0,44.0,58.0,25.0,45.0,3.0,6.0,,,106,1,0.7586206896551724,0.5555555555555556,0.5,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,103.0,0.06796116504854369,0.6699029126213593
Steve Darcis,133.0,2.0,12,1.0,0.0,29.0,38.0,8.0,16.0,4.0,6.0,,,65,1,0.7631578947368421,0.5,0.6666666666666666,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,54.0,0.018518518518518517,0.6851851851851852
Alexander Kudryavtsev,127.0,2.0,12,9.0,1.0,27.0,30.0,8.0,21.0,4.0,9.0,34.0,68.0,69,1,0.9,0.38095238095238093,0.4444444444444444,0.5,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,51.0,0.17647058823529413,0.6862745098039216
Michal Przysiezny,170.0,2.0,12,4.0,2.0,25.0,30.0,17.0,22.0,2.0,5.0,,,59,1,0.8333333333333334,0.7727272727272727,0.4,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,52.0,0.07692307692307693,0.8076923076923077
Tim Puetz,183.0,2.0,18,10.0,2.0,48.0,62.0,17.0,33.0,4.0,11.0,,,110,1,0.7741935483870968,0.5151515151515151,0.36363636363636365,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,95.0,0.10526315789473684,0.6842105263157895
Jurgen Melzer,108.0,2.0,16,6.0,8.0,49.0,77.0,9.0,34.0,6.0,13.0,48.0,107.0,106,1,0.6363636363636364,0.2647058823529412,0.46153846153846156,0.4485981308411215,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,111.0,0.05405405405405406,0.5225225225225225
Hiroki Moriya,146.0,2.0,15,4.0,3.0,37.0,48.0,13.0,26.0,4.0,16.0,,,85,1,0.7708333333333334,0.5,0.25,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,74.0,0.05405405405405406,0.6756756756756757
Alex Kuznetsov,184.0,2.0,13,9.0,0.0,36.0,47.0,15.0,29.0,2.0,5.0,26.0,69.0,77,1,0.7659574468085106,0.5172413793103449,0.4,0.37681159420289856,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,76.0,0.11842105263157894,0.6710526315789473
Dane Propoggia,327.0,2.0,12,3.0,1.0,34.0,43.0,10.0,23.0,3.0,3.0,25.0,57.0,69,1,0.7906976744186046,0.43478260869565216,1.0,0.43859649122807015,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,66.0,0.045454545454545456,0.6666666666666666
Elias Ymer,212.0,2.0,12,3.0,2.0,37.0,45.0,9.0,22.0,2.0,4.0,18.0,52.0,64,1,0.8222222222222222,0.4090909090909091,0.5,0.34615384615384615,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,67.0,0.04477611940298507,0.6865671641791045
Liam Broady,193.0,2.0,19,2.0,3.0,72.0,104.0,17.0,33.0,2.0,8.0,,,133,1,0.6923076923076923,0.5151515151515151,0.25,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,137.0,0.014598540145985401,0.6496350364963503
Omar Jasika,571.0,2.0,14,7.0,3.0,62.0,87.0,26.0,52.0,6.0,12.0,54.0,136.0,142,1,0.7126436781609196,0.5,0.5,0.39705882352941174,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,139.0,0.050359712230215826,0.6330935251798561
Yuichi Sugita,136.0,2.0,12,6.0,0.0,23.0,29.0,7.0,12.0,5.0,17.0,42.0,78.0,72,1,0.7931034482758621,0.5833333333333334,0.29411764705882354,0.5384615384615384,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,41.0,0.14634146341463414,0.7317073170731707
Jimmy Wang,118.0,2.0,17,6.0,2.0,39.0,53.0,27.0,44.0,3.0,8.0,30.0,94.0,96,1,0.7358490566037735,0.6136363636363636,0.375,0.3191489361702128,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,97.0,0.061855670103092786,0.6804123711340206
Maxime Authom,197.0,2.0,13,4.0,1.0,35.0,43.0,19.0,29.0,1.0,3.0,20.0,65.0,74,1,0.813953488372093,0.6551724137931034,0.3333333333333333,0.3076923076923077,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,72.0,0.05555555555555555,0.75
Tim Smyczek,112.0,2.0,12,8.0,0.0,24.0,31.0,5.0,9.0,5.0,10.0,32.0,62.0,61,1,0.7741935483870968,0.5555555555555556,0.5,0.5161290322580645,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,40.0,0.2,0.725
Jarmere Jenkins,191.0,2.0,13,4.0,2.0,38.0,49.0,10.0,21.0,3.0,7.0,,,77,1,0.7755102040816326,0.47619047619047616,0.42857142857142855,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,70.0,0.05714285714285714,0.6857142857142857
Illya Marchenko,144.0,2.0,18,3.0,8.0,51.0,67.0,22.0,53.0,4.0,8.0,,,111,1,0.7611940298507462,0.41509433962264153,0.5,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,120.0,0.025,0.6083333333333333
Chase Buchanan,179.0,2.0,16,9.0,1.0,39.0,53.0,13.0,28.0,4.0,7.0,,,88,1,0.7358490566037735,0.4642857142857143,0.5714285714285714,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,81.0,0.1111111111111111,0.6419753086419753
Ruben Bemelmans,173.0,2.0,16,9.0,1.0,55.0,72.0,13.0,28.0,2.0,3.0,,,92,1,0.7638888888888888,0.4642857142857143,0.6666666666666666,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,100.0,0.09,0.68
Hyeon Chung,169.0,2.0,12,2.0,1.0,20.0,27.0,10.0,15.0,5.0,7.0,22.0,34.0,52,1,0.7407407407407407,0.6666666666666666,0.7142857142857143,0.6470588235294118,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,42.0,0.047619047619047616,0.7142857142857143
Laurent Lokoli,259.0,2.0,16,5.0,0.0,50.0,71.0,18.0,33.0,2.0,13.0,,,109,1,0.704225352112676,0.5454545454545454,0.15384615384615385,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,104.0,0.04807692307692308,0.6538461538461539
Marius Copil,194.0,2.0,17,13.0,4.0,45.0,51.0,19.0,35.0,2.0,7.0,29.0,90.0,93,1,0.8823529411764706,0.5428571428571428,0.2857142857142857,0.32222222222222224,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,86.0,0.1511627906976744,0.7441860465116279
Matthias Bachinger,142.0,2.0,18,13.0,3.0,41.0,53.0,19.0,30.0,6.0,12.0,,,110,1,0.7735849056603774,0.6333333333333333,0.5,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,83.0,0.1566265060240964,0.7228915662650602
Michael Russell,156.0,2.0,17,4.0,3.0,59.0,89.0,17.0,34.0,4.0,11.0,,,105,1,0.6629213483146067,0.5,0.36363636363636365,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,123.0,0.032520325203252036,0.6178861788617886
Aljaz Bedene,116.0,2.0,13,7.0,2.0,30.0,37.0,11.0,22.0,4.0,6.0,,,69,1,0.8108108108108109,0.5,0.6666666666666666,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,59.0,0.11864406779661017,0.6949152542372882
Vincent Millot,152.0,2.0,13,3.0,1.0,30.0,42.0,15.0,22.0,3.0,5.0,27.0,63.0,72,1,0.7142857142857143,0.6818181818181818,0.6,0.42857142857142855,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,64.0,0.046875,0.703125
Yuki Bhambri,317.0,2.0,13,4.0,1.0,40.0,54.0,17.0,25.0,2.0,5.0,23.0,67.0,80,1,0.7407407407407407,0.68,0.4,0.34328358208955223,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,79.0,0.05063291139240506,0.7215189873417721
Jan Hernych,201.0,2.0,12,5.0,1.0,21.0,24.0,15.0,22.0,3.0,9.0,24.0,57.0,60,1,0.875,0.6818181818181818,0.3333333333333333,0.42105263157894735,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,46.0,0.10869565217391304,0.782608695652174
Laurent Lokoli,259.0,2.0,15,8.0,6.0,45.0,65.0,11.0,26.0,4.0,10.0,,,104,1,0.6923076923076923,0.4230769230769231,0.4,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,91.0,0.08791208791208792,0.6153846153846154
Matthias Bachinger,142.0,2.0,13,20.0,4.0,45.0,56.0,12.0,27.0,2.0,7.0,,,90,1,0.8035714285714286,0.4444444444444444,0.2857142857142857,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,83.0,0.24096385542168675,0.6867469879518072
Yuki Bhambri,317.0,2.0,12,4.0,,30.0,41.0,10.0,12.0,3.0,5.0,25.0,59.0,65,1,0.7317073170731707,0.8333333333333334,0.6,0.423728813559322,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,53.0,0.07547169811320754,0.7547169811320755
Kyle Edmund,192.0,2.0,21,15.0,2.0,54.0,70.0,24.0,45.0,3.0,7.0,45.0,127.0,123,1,0.7714285714285715,0.5333333333333333,0.42857142857142855,0.3543307086614173,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,115.0,0.13043478260869565,0.6782608695652174
Ruben Bemelmans,173.0,2.0,12,10.0,1.0,29.0,32.0,5.0,9.0,4.0,7.0,,,60,1,0.90625,0.5555555555555556,0.5714285714285714,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,41.0,0.24390243902439024,0.8292682926829268
Elias Ymer,212.0,2.0,13,7.0,0.0,29.0,40.0,13.0,27.0,4.0,9.0,,,70,1,0.725,0.48148148148148145,0.4444444444444444,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,67.0,0.1044776119402985,0.6268656716417911
Tim Puetz,183.0,2.0,13,3.0,2.0,35.0,47.0,12.0,19.0,3.0,4.0,28.0,71.0,75,1,0.7446808510638298,0.631578947368421,0.75,0.39436619718309857,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,66.0,0.045454545454545456,0.7121212121212122
Michael Russell,156.0,2.0,13,1.0,3.0,38.0,48.0,9.0,18.0,2.0,16.0,,,79,1,0.7916666666666666,0.5,0.125,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,66.0,0.015151515151515152,0.7121212121212122
Illya Marchenko,144.0,2.0,12,6.0,2.0,27.0,30.0,8.0,18.0,4.0,7.0,,,59,1,0.9,0.4444444444444444,0.5714285714285714,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,48.0,0.125,0.7291666666666666
Tim Smyczek,112.0,2.0,18,12.0,3.0,43.0,59.0,22.0,41.0,5.0,17.0,,,111,1,0.7288135593220338,0.5365853658536586,0.29411764705882354,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,100.0,0.12,0.65
Aljaz Bedene,116.0,2.0,12,10.0,4.0,21.0,22.0,21.0,33.0,2.0,8.0,28.0,72.0,70,1,0.9545454545454546,0.6363636363636364,0.25,0.3888888888888889,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,55.0,0.18181818181818182,0.7636363636363637
Marius Copil,194.0,2.0,13,13.0,5.0,24.0,28.0,15.0,33.0,4.0,9.0,35.0,72.0,74,1,0.8571428571428571,0.45454545454545453,0.4444444444444444,0.4861111111111111,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,61.0,0.21311475409836064,0.639344262295082
Jurgen Melzer,108.0,2.0,14,3.0,4.0,45.0,66.0,14.0,31.0,3.0,10.0,34.0,96.0,93,1,0.6818181818181818,0.45161290322580644,0.3,0.3541666666666667,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,97.0,0.030927835051546393,0.6082474226804123
Jimmy Wang,118.0,2.0,18,5.0,0.0,44.0,60.0,15.0,26.0,5.0,9.0,,,92,1,0.7333333333333333,0.5769230769230769,0.5555555555555556,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,86.0,0.05813953488372093,0.686046511627907
Alexander Kudryavtsev,127.0,2.0,13,8.0,2.0,29.0,34.0,18.0,32.0,3.0,7.0,,,72,1,0.8529411764705882,0.5625,0.42857142857142855,,2015-01-19,2015,"Australian Open, Melbourne",Qualifying,Hard,66.0,0.12121212121212122,0.7121212121212122
Andrey Kuznetsov,88.0,3.0,22,8.0,3.0,59.0,80.0,28.0,48.0,4.0,7.0,,,126,1,0.7375,0.5833333333333334,0.5714285714285714,,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,128.0,0.0625,0.6796875
Tomas Berdych,7.0,3.0,19,7.0,4.0,52.0,65.0,16.0,37.0,5.0,8.0,34.0,80.0,102,1,0.8,0.43243243243243246,0.625,0.425,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,102.0,0.06862745098039216,0.6666666666666666
Marinko Matosevic,81.0,3.0,29,11.0,7.0,72.0,106.0,37.0,61.0,6.0,22.0,69.0,178.0,178,1,0.6792452830188679,0.6065573770491803,0.2727272727272727,0.38764044943820225,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,167.0,0.0658682634730539,0.6526946107784432
Paolo Lorenzi,64.0,3.0,18,5.0,0.0,37.0,50.0,19.0,24.0,4.0,9.0,29.0,73.0,85,1,0.74,0.7916666666666666,0.4444444444444444,0.3972602739726027,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,74.0,0.06756756756756757,0.7567567567567568
Novak Djokovic,1.0,3.0,18,8.0,3.0,43.0,51.0,18.0,28.0,4.0,8.0,37.0,89.0,98,1,0.8431372549019608,0.6428571428571429,0.5,0.4157303370786517,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,79.0,0.10126582278481013,0.7721518987341772
Jarkko Nieminen,72.0,3.0,19,4.0,2.0,45.0,63.0,20.0,34.0,6.0,11.0,,,109,1,0.7142857142857143,0.5882352941176471,0.5454545454545454,,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,97.0,0.041237113402061855,0.6701030927835051
James Duckworth,120.0,3.0,27,13.0,8.0,73.0,97.0,34.0,74.0,6.0,7.0,60.0,154.0,167,1,0.7525773195876289,0.4594594594594595,0.8571428571428571,0.38961038961038963,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,171.0,0.07602339181286549,0.6257309941520468
Adrian Mannarino,36.0,3.0,19,6.0,5.0,49.0,58.0,21.0,45.0,4.0,12.0,,,117,1,0.8448275862068966,0.4666666666666667,0.3333333333333333,,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,103.0,0.05825242718446602,0.6796116504854369
Jeremy Chardy,31.0,3.0,22,15.0,2.0,64.0,82.0,22.0,43.0,3.0,6.0,,,123,1,0.7804878048780488,0.5116279069767442,0.5,,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,125.0,0.12,0.688
Richard Gasquet,28.0,3.0,18,5.0,2.0,37.0,46.0,15.0,25.0,6.0,11.0,45.0,86.0,97,1,0.8043478260869565,0.6,0.5454545454545454,0.5232558139534884,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,71.0,0.07042253521126761,0.7323943661971831
Andreas Seppi,46.0,3.0,25,12.0,3.0,71.0,91.0,25.0,57.0,5.0,18.0,54.0,144.0,150,1,0.7802197802197802,0.43859649122807015,0.2777777777777778,0.375,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,148.0,0.08108108108108109,0.6486486486486487
Feliciano Lopez,14.0,2.0,19,26.0,6.0,69.0,86.0,33.0,64.0,7.0,22.0,71.0,180.0,173,1,0.8023255813953488,0.515625,0.3181818181818182,0.39444444444444443,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,150.0,0.17333333333333334,0.68
Kevin Anderson,15.0,3.0,25,32.0,9.0,86.0,112.0,21.0,53.0,5.0,18.0,,,171,1,0.7678571428571429,0.39622641509433965,0.2777777777777778,,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,165.0,0.19393939393939394,0.6484848484848484
Roberto Bautista Agut,16.0,3.0,23,9.0,6.0,80.0,120.0,23.0,44.0,4.0,9.0,55.0,135.0,158,1,0.6666666666666666,0.5227272727272727,0.4444444444444444,0.4074074074074074,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,164.0,0.054878048780487805,0.6280487804878049
Sergiy Stakhovsky,71.0,3.0,28,14.0,6.0,79.0,103.0,36.0,75.0,6.0,15.0,,,180,1,0.7669902912621359,0.48,0.4,,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,178.0,0.07865168539325842,0.6460674157303371
Grigor Dimitrov,11.0,3.0,18,11.0,1.0,37.0,41.0,15.0,20.0,5.0,11.0,33.0,70.0,85,1,0.9024390243902439,0.75,0.45454545454545453,0.4714285714285714,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,61.0,0.18032786885245902,0.8524590163934426
Go Soeda,92.0,3.0,23,5.0,4.0,53.0,79.0,33.0,63.0,6.0,12.0,64.0,155.0,150,1,0.6708860759493671,0.5238095238095238,0.5,0.4129032258064516,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,142.0,0.035211267605633804,0.6056338028169014
Thanasi Kokkinakis,147.0,3.0,27,15.0,11.0,70.0,100.0,32.0,77.0,7.0,13.0,62.0,159.0,164,1,0.7,0.4155844155844156,0.5384615384615384,0.389937106918239,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,177.0,0.0847457627118644,0.576271186440678
Alejandro Gonzalez,107.0,3.0,22,2.0,3.0,46.0,60.0,33.0,56.0,5.0,11.0,44.0,112.0,123,1,0.7666666666666667,0.5892857142857143,0.45454545454545453,0.39285714285714285,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,116.0,0.017241379310344827,0.6810344827586207
Nick Kyrgios,53.0,3.0,28,22.0,5.0,82.0,103.0,33.0,56.0,3.0,14.0,55.0,165.0,170,1,0.7961165048543689,0.5892857142857143,0.21428571428571427,0.3333333333333333,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,159.0,0.13836477987421383,0.7232704402515723
Sam Groth,82.0,3.0,19,24.0,4.0,56.0,67.0,16.0,29.0,2.0,9.0,33.0,94.0,105,1,0.835820895522388,0.5517241379310345,0.2222222222222222,0.35106382978723405,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,96.0,0.25,0.75
Jerzy Janowicz,44.0,3.0,22,26.0,13.0,59.0,81.0,22.0,53.0,6.0,15.0,63.0,142.0,144,1,0.7283950617283951,0.41509433962264153,0.4,0.44366197183098594,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,134.0,0.19402985074626866,0.6044776119402985
Ricardas Berankis,85.0,3.0,27,7.0,4.0,81.0,108.0,33.0,65.0,5.0,14.0,,,175,1,0.75,0.5076923076923077,0.35714285714285715,,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,173.0,0.04046242774566474,0.6589595375722543
Milos Raonic,8.0,3.0,20,30.0,3.0,61.0,67.0,16.0,25.0,1.0,2.0,29.0,96.0,106,1,0.9104477611940298,0.64,0.5,0.3020833333333333,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,92.0,0.32608695652173914,0.8369565217391305
Fernando Verdasco,33.0,3.0,21,13.0,6.0,63.0,82.0,15.0,41.0,6.0,14.0,54.0,121.0,132,1,0.7682926829268293,0.36585365853658536,0.42857142857142855,0.4462809917355372,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,123.0,0.10569105691056911,0.6341463414634146
Santiago Giraldo,32.0,3.0,18,5.0,2.0,45.0,55.0,9.0,17.0,6.0,12.0,36.0,69.0,90,1,0.8181818181818182,0.5294117647058824,0.5,0.5217391304347826,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,72.0,0.06944444444444445,0.75
Dudi Sela,106.0,3.0,26,3.0,5.0,64.0,101.0,34.0,71.0,8.0,17.0,69.0,161.0,167,1,0.6336633663366337,0.4788732394366197,0.47058823529411764,0.42857142857142855,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,172.0,0.01744186046511628,0.5697674418604651
John Isner,21.0,3.0,19,31.0,3.0,53.0,60.0,18.0,27.0,2.0,7.0,36.0,110.0,107,1,0.8833333333333333,0.6666666666666666,0.2857142857142857,0.32727272727272727,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,87.0,0.3563218390804598,0.8160919540229885
Viktor Troicki,54.0,3.0,21,14.0,2.0,41.0,58.0,34.0,47.0,4.0,6.0,42.0,108.0,117,1,0.7068965517241379,0.723404255319149,0.6666666666666666,0.3888888888888889,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,105.0,0.13333333333333333,0.7142857142857143
Ivan Dodig,86.0,3.0,19,10.0,7.0,51.0,72.0,18.0,39.0,6.0,11.0,55.0,123.0,124,1,0.7083333333333334,0.46153846153846156,0.5454545454545454,0.44715447154471544,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,111.0,0.09009009009009009,0.6216216216216216
Leonardo Mayer,26.0,3.0,18,11.0,4.0,44.0,50.0,9.0,23.0,6.0,9.0,37.0,74.0,90,1,0.88,0.391304347826087,0.6666666666666666,0.5,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,73.0,0.1506849315068493,0.726027397260274
Joao Sousa,55.0,3.0,19,4.0,1.0,54.0,76.0,18.0,35.0,4.0,17.0,55.0,130.0,127,1,0.7105263157894737,0.5142857142857142,0.23529411764705882,0.4230769230769231,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,111.0,0.036036036036036036,0.6486486486486487
Simone Bolelli,48.0,3.0,21,4.0,2.0,40.0,53.0,22.0,37.0,8.0,20.0,59.0,125.0,121,1,0.7547169811320755,0.5945945945945946,0.4,0.472,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,90.0,0.044444444444444446,0.6888888888888889
Benjamin Becker,41.0,3.0,24,17.0,2.0,55.0,72.0,31.0,47.0,5.0,8.0,39.0,117.0,125,1,0.7638888888888888,0.6595744680851063,0.625,0.3333333333333333,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,119.0,0.14285714285714285,0.7226890756302521
Lukas Rosol,30.0,3.0,28,14.0,6.0,75.0,100.0,38.0,71.0,5.0,22.0,,,173,1,0.75,0.5352112676056338,0.22727272727272727,,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,171.0,0.08187134502923976,0.6608187134502924
Steve Johnson,38.0,3.0,18,17.0,4.0,47.0,61.0,18.0,31.0,4.0,9.0,42.0,103.0,107,1,0.7704918032786885,0.5806451612903226,0.4444444444444444,0.4077669902912621,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,92.0,0.18478260869565216,0.7065217391304348
Andreas Haider-Maurer,79.0,3.0,23,7.0,7.0,48.0,61.0,33.0,59.0,6.0,12.0,,,137,1,0.7868852459016393,0.559322033898305,0.5,,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,120.0,0.058333333333333334,0.675
Gael Monfils,19.0,3.0,27,23.0,7.0,80.0,100.0,24.0,49.0,5.0,12.0,51.0,144.0,155,1,0.8,0.4897959183673469,0.4166666666666667,0.3541666666666667,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,149.0,0.15436241610738255,0.697986577181208
Tim Smyczek,112.0,3.0,20,6.0,3.0,45.0,62.0,22.0,35.0,5.0,13.0,50.0,119.0,117,1,0.7258064516129032,0.6285714285714286,0.38461538461538464,0.42016806722689076,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,97.0,0.061855670103092786,0.6907216494845361
Stan Wawrinka,4.0,3.0,18,8.0,3.0,36.0,44.0,20.0,34.0,5.0,10.0,41.0,87.0,97,1,0.8181818181818182,0.5882352941176471,0.5,0.47126436781609193,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,78.0,0.10256410256410256,0.717948717948718
Lukas Lacko,99.0,3.0,29,18.0,0.0,70.0,85.0,22.0,47.0,9.0,20.0,,,169,1,0.8235294117647058,0.46808510638297873,0.45,,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,132.0,0.13636363636363635,0.696969696969697
David Goffin,22.0,3.0,23,11.0,9.0,40.0,59.0,33.0,63.0,9.0,23.0,77.0,153.0,150,1,0.6779661016949152,0.5238095238095238,0.391304347826087,0.5032679738562091,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,122.0,0.09016393442622951,0.5983606557377049
Malek Jaziri,75.0,3.0,21,3.0,7.0,52.0,74.0,33.0,61.0,4.0,13.0,,,136,1,0.7027027027027027,0.5409836065573771,0.3076923076923077,,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,135.0,0.022222222222222223,0.6296296296296297
Rafael Nadal,3.0,3.0,18,4.0,3.0,31.0,35.0,18.0,22.0,6.0,11.0,42.0,85.0,91,1,0.8857142857142857,0.8181818181818182,0.5454545454545454,0.49411764705882355,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,57.0,0.07017543859649122,0.8596491228070176
Kei Nishikori,5.0,3.0,19,11.0,1.0,43.0,58.0,19.0,36.0,6.0,17.0,54.0,118.0,116,1,0.7413793103448276,0.5277777777777778,0.35294117647058826,0.4576271186440678,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,94.0,0.11702127659574468,0.6595744680851063
Marius Copil,194.0,3.0,19,18.0,4.0,40.0,57.0,28.0,55.0,7.0,12.0,,,110,1,0.7017543859649122,0.509090909090909,0.5833333333333334,,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,112.0,0.16071428571428573,0.6071428571428571
Gilles Muller,42.0,3.0,20,29.0,3.0,62.0,70.0,21.0,43.0,1.0,8.0,40.0,121.0,123,1,0.8857142857142857,0.4883720930232558,0.125,0.3305785123966942,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,113.0,0.25663716814159293,0.7345132743362832
Matthias Bachinger,142.0,3.0,19,8.0,3.0,44.0,58.0,19.0,33.0,5.0,10.0,,,109,1,0.7586206896551724,0.5757575757575758,0.5,,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,91.0,0.08791208791208792,0.6923076923076923
Philipp Kohlschreiber,24.0,3.0,18,18.0,2.0,31.0,36.0,13.0,20.0,7.0,12.0,,,85,1,0.8611111111111112,0.65,0.5833333333333334,,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,56.0,0.32142857142857145,0.7857142857142857
Guillermo Garcia-Lopez,37.0,3.0,20,6.0,5.0,49.0,63.0,21.0,45.0,5.0,11.0,,,112,1,0.7777777777777778,0.4666666666666667,0.45454545454545453,,2015-01-19,2015,"Australian Open, Melbourne",First Round,Hard,108.0,0.05555555555555555,0.6481481481481481
